 mean energy  [keV], unc, intensity beta %, unc,daughter level energy  [keV],energy EC  [keV], unc, intensity EC, unc, log ft, unc, transition type, parent Z, N, symbol, parent energy  [keV] , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magnetic dipole [mu N], unc,electric quadrupole [b] , unc,Q , unc, Z,N, symbol ,Extraction date
202.6,5.2,0.00082,0.0001,2477.40,1463,12,0.098,0.006,7.32,0.03,A,49,61,In,62.08,0.04,2+, ,69.1,5,m,4146,30,EC+B+,100, , ,4.365, ,0.35, ,3878,12,48,62,Cd,
,2021-04-26
221.8,5.2,0.00062,0.0001,2433.09,1507,12,0.051,0.007,7.63,0.06,A,49,61,In,62.08,0.04,2+, ,69.1,5,m,4146,30,EC+B+,100, , ,4.365, ,0.35, ,3878,12,48,62,Cd,
,2021-04-26
255.3,5.2,0.0039,0.0007,2355.81,1584,12,0.19,0.03,7.11,0.07,A,49,61,In,62.08,0.04,2+, ,69.1,5,m,4146,30,EC+B+,100, , ,4.365, ,0.35, ,3878,12,48,62,Cd,
,2021-04-26
284.9,5.2,0.002,0.0002,2287.44,1653,12,0.063,0.006,7.62,0.04,A,49,61,In,62.08,0.04,2+, ,69.1,5,m,4146,30,EC+B+,100, , ,4.365, ,0.35, ,3878,12,48,62,Cd,
,2021-04-26
339,5.3,0.004, ,2162.80,1777,12,0.07, ,7.7, ,A,49,61,In,62.08,0.04,2+, ,69.1,5,m,4146,30,EC+B+,100, , ,4.365, ,0.35, ,3878,12,48,62,Cd,
,2021-04-26
375.7,5.3,0.014,0.007,2078.84,1861,12,0.16,0.07,7.33,0.21,1NU,49,61,In,62.08,0.04,2+, ,69.1,5,m,4146,30,EC+B+,100, , ,4.365, ,0.35, ,3878,12,48,62,Cd,
,2021-04-26
505.5,5.4,0.236,0.016,1783.537,2157,12,0.93,0.06,6.69,0.03,A,49,61,In,62.08,0.04,2+, ,69.1,5,m,4146,30,EC+B+,100, , ,4.365, ,0.35, ,3878,12,48,62,Cd,
,2021-04-26
642.7,5.4,0.3,0.05,1475.775,2464,12,0.55,0.08,7.04,0.07,A,49,61,In,62.08,0.04,2+, ,69.1,5,m,4146,30,EC+B+,100, , ,4.365, ,0.35, ,3878,12,48,62,Cd,
,2021-04-26
1014.7,5.6,60.7,0.4,657.792,3282,12,26.5,0.4,5.6,0.009,A,49,61,In,62.08,0.04,2+, ,69.1,5,m,4146,30,EC+B+,100, , ,4.365, ,0.35, ,3878,12,48,62,Cd,
,2021-04-26

