 energy, unc, intensity %, unc,daughter level energy,end level energy,X-ray, shell,multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
432.52,0.1, , ,1047.87,615.37,,,E0,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
443.96,0.04,0.021,0.003,810.44,366.45,,,(E2),,,0.01772, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
469.97,0.2,0.00055,0.00011,1510.79,1041.11,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
547.36,0.08,0.0095,0.0012,1510.79,963.4,,,[M1 E2],,,0.014, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
562.98,0.03,0.22,0.03,684.76,121.78,,,E2,,,0.00941, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
586.36,0.13,0.0127,0.0022,930.63,344.29,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
594.7,0.4,0.00034,0.00011,1680.55,1086.1,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
597.5,0.14,0.00069,0.00013,1680.55,1082.88,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
615.44,0.2, , ,615.37,0,,,E0,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
632.8,0.3,0.0011,0.0007,1756.04,1123.13,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
639.15,0.14,0.00051,0.00011,1680.55,1041.11,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
646.9,0.3,0.0007,0.0004,1756.04,1109.1,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
674.46,0.16,0.00036,0.00005,1041.11,366.45,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
684.85,0.2, , ,684.76,0,,,E0,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
688.68,0.05,0.065,0.008,810.44,121.78,,,E0+M1+E2,,,0.0077, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
699.28,0.04,0.071,0.011,1314.62,615.37,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
700.28,0.14,0.0103,0.0014,1510.79,810.44,,,[E1],,,0.00208, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
703.55,0.06,0.064,0.01,1047.87,344.29,,,E2,,,0.00598, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
703.7,0.3,0.0007,0.0004, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
716.84,0.21,0.00119,0.00023,1680.55,963.4,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
764.9, ,0.00037,0.00023,1109.1,344.29,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
778.9, ,0.002,0.001,1123.13,344.29,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
796.1,0.3,0.0034,0.0015, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
810.49,0.07,0.024,0.003,810.44,0,,,(E2),,,0.00393, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
825.5,0.3,0.0007,0.0004,1756.04,930.63,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
826.01,0.06,0.029,0.004,1510.79,684.76,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
841.63,0.04,14.2,1.6,963.40,121.78,,,E1,,,1.44E-3, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
845.4,0.5,0.009,0.0019,1460.54,615.37,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
870.14,0.05,0.09,0.01,1680.55,810.44,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
915.7,0.4,0.0099,0.0018, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
919.27,0.24,0.00064,0.00012,1041.11,121.78,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
926.3, , , ,1292.66,366.45,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
961.14,0.14,0.128,0.016,1082.88,121.78,,,[E2],,,0.00270, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
963.38,0.04,11.6,1.3,963.40,0,,,[E1],,,1.11E-3, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
964.1, , , ,1086.1,121.78,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
970.333,0.009,0.56,0.09,1314.62,344.29,,,E1+M2,-0.021,12,1.21E-3, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
995.84,0.05,0.065,0.008,1680.55,684.76,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1039.2,0.5,0.0081,0.0019, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1048.1,0.3, , ,1047.87,0,,,E0,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
1082.8,0.5, , ,1082.88,0,,,E0,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1085.9, , , ,1086.1,0,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1109.2, ,0.00034,0.00019,1109.1,0,,,(E2),,,0.00222, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
1116,1,0.001,0.0006,1460.54,344.29,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
1137.5,0.3,0.013,0.009, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1207.3,0.6,0.0028,0.001, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1292.8, , , ,1292.66,0,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1314.61,0.06,0.93,0.14,1314.62,0,,,E1,,,7.73E-4, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
1389.03,0.04,0.82,0.09,1510.79,121.78,,,E1+M2,-0.025,12,7.03E-4, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1406.5,0.5,0.0007,0.0004, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1411.76,0.05,0.045,0.007,1756.04,344.29,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
1420,1,0.0006,0.0004, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1460.65,0.13,0.0016,0.0005,1460.54,0,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
1510.77,0.05,0.0065,0.0008,1510.79,0,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1558.74,0.06,0.0081,0.001,1680.55,121.78,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1680.62,0.1,0.0055,0.0007,1680.55,0,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
1755.98,0.07,0.0029,0.0005,1756.04,0,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
12.598,0.015,0.29,0.03,89.849,77.23,,,[E1],,,14.70, ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,
18.21,0.04,1.25,0.21,108.06,89.849,,,M1+E2,0.042,+8-9,51, ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,
39.75,0.1,0.0133,0.0003,147.81,108.06,,,E3,,,7.49E3, ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,
77.23,0.04,0.68,0.05,77.23,0,,,M1+E2,0.10,3,3.91, ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,
89.849,0.006,69.7,0.5,89.849,0,,,E1,,,0.379, ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,
1022, ,0.051, , , ,AN,, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1022, ,0.0142, , , ,AN,, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
6.353, ,14, , , ,X,L, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
6.858, ,0.173, , , ,X,L, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
39.522, ,20.87, , , ,X,KA2, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
40.117, ,37.8, , , ,X,KA1, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
42.308, ,0.244, , , ,X,KA2, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
42.996, ,0.44, , , ,X,KA1, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
45.522, ,11.81, , , ,X,KpB1, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
45.998, ,14.85, , , ,X,KB, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
46.575, ,3.05, , , ,X,KpB2, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
48.802, ,0.139, , , ,X,KpB1, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
49.325, ,0.176, , , ,X,KB, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
49.956, ,0.0366, , , ,X,KpB2, , , , , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
6.353, ,4.7, , , ,X,L, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
6.858, ,0.0156, , , ,X,L, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
39.522, ,7.3, , , ,X,KA2, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
40.117, ,13.2, , , ,X,KA1, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
42.308, ,0.022, , , ,X,KA2, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
42.996, ,0.039, , , ,X,KA1, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
45.522, ,4.1, , , ,X,KpB1, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
45.998, ,5.2, , , ,X,KB, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
46.575, ,1.07, , , ,X,KpB2, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
48.802, ,0.0124, , , ,X,KpB1, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
49.325, ,0.0156, , , ,X,KB, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
49.956, ,0.0033, , , ,X,KpB2, , , , , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
6.603, ,25.7, , , ,X,L, , , , , ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,
40.901, ,6.44, , , ,X,KA2, , , , , ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,
41.541, ,11.62, , , ,X,KA1, , , , , ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,
47.145, ,3.66, , , ,X,KpB1, , , , , ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,
47.644, ,4.6, , , ,X,KB, , , , , ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,
48.248, ,0.94, , , ,X,KpB2, , , , , ,63,89,Eu,147.86,0.1,8-, ,96,1,m,5760,60,IT,100, , , , , , ,null,,63,89,Eu,

