,Energy,Detector,Nuclide,is_InCas,Daughter,x100mm,dx100mm,x13mm,dx13mm,z,dz,sim_z
175,2118.536,B2,226Ra,1,214Po,0.000848801602903,9.27343169075368e-06,0.004028453385407,4.30198054649546e-05,1.05197325591358,0.0222357706362702,1.00924
176,2118.536,B3,226Ra,1,214Po,0.00087751521764,9.56515442753724e-06,0.004348737272447,4.6327833305513e-05,1.03938633269751,0.021940891594702,1.02828
177,2204.071,A0,226Ra,1,214Po,0.000777416007566,1.62282164560385e-05,0.003799873065097,7.92095448710702e-05,NA,NA,1.03057
178,2204.071,A1,226Ra,1,214Po,0.000877779851589,1.83161751554774e-05,0.004361492432551,9.08940508779948e-05,1.09112125881083,0.035906469141432,1.05065
179,2204.071,A2,226Ra,1,214Po,0.00076717181465,1.60151082683906e-05,0.003801896489515,7.92515213814978e-05,1.09315247362259,0.035985885924886,1.02711
180,2204.071,A3,226Ra,1,214Po,0.000794398155614,1.65821731766927e-05,0.003898783703811,8.12684526791138e-05,1.03646133854554,0.0341178516901565,1.00846
181,2204.071,B0,226Ra,1,214Po,0.00088060362845,1.83755981391685e-05,0.004089779655406,8.5244172436434e-05,1.03935183146353,0.0342067026386287,1.01943
182,2204.071,B1,226Ra,1,214Po,0.000831722315453,1.73582061865604e-05,0.003827060709787,7.97759668533359e-05,1.04009666608064,0.0342360364579122,1.0378
183,2204.071,B2,226Ra,1,214Po,0.000810562203541,1.69186571441025e-05,0.003769913251818,7.85881047552222e-05,1.0734747720122,0.0353368984205291,1.06235
184,2204.071,B3,226Ra,1,214Po,0.000843429472598,1.76020378246176e-05,0.004046280757969,8.43383828602519e-05,1.07368843439733,0.0353387496729549,1.03802
185,2447.673,A0,226Ra,1,214Po,0.000705626250695,7.73084066680228e-06,0.00344117843122,3.70356186556301e-05,NA,NA,1.00333
186,2447.673,A1,226Ra,1,214Po,0.000797624537278,8.69533850054036e-06,0.003978206511464,4.2669488934389e-05,1.08701043842472,0.0229843805341031,1.05224
187,2447.673,A2,226Ra,1,214Po,0.000694370344954,7.61190854339427e-06,0.003427562975811,3.68912657814631e-05,1.09747367957118,0.0232651395347206,1.05033
188,2447.673,A3,226Ra,1,214Po,0.0007280798604,7.9667784658739e-06,0.003538262049494,3.80563358444458e-05,1.04672608137592,0.0221740704296409,1.02881
189,2447.673,B0,226Ra,1,214Po,0.000798009423158,8.70228778597843e-06,0.003743220684293,4.02165170805417e-05,1.02906927807925,0.0217727039731811,1.06538
190,2447.673,B1,226Ra,1,214Po,0.000751309243911,8.21111814115529e-06,0.00348596802977,3.75077243908426e-05,1.03146865405961,0.0218467484070701,1.04404
191,2447.673,B2,226Ra,1,214Po,0.00073830243918,8.07629291384408e-06,0.0034015531926,3.66295458226314e-05,1.08366210618483,0.0229623806889662,1.00388
192,2447.673,B3,226Ra,1,214Po,0.000754650641843,8.24673012941554e-06,0.00366021438508,3.93453421497461e-05,1.06200103042096,0.0224851766275418,1.02373
