Nuclide,Energy,is_InCas,Daughter,Detector,x100mm,dx100mm,x13mm,dx13mm
226Ra,1377.669,1,214Po,B1,0.001286975679174,1.19949657223513E-05,0.005960005365602,5.52372317907854E-05
226Ra,1401.516,1,214Po,B1,0.001258958701772,1.22165467519713E-05,0.005518785337523,5.25972341117896E-05
226Ra,1407.993,1,214Po,B1,0.001230212014356,1.12753122515042E-05,0.005317542779452,4.82738419664072E-05
226Ra,1509.217,1,214Po,B1,0.001175385725653,1.28938380830534E-05,0.005230808404133,5.68496480879683E-05
226Ra,1661.316,1,214Po,B1,0.00109433667067,1.20440779201115E-05,0.004939316716687,5.32552409087308E-05
226Ra,1729.64,1,214Po,B1,0.001066503581462,9.85442991259009E-06,0.005295863086184,4.84266331439854E-05
226Ra,1764.539,1,214Po,B1,0.001033960623462,9.12793129507444E-06,0.004752695478872,4.18847064682093E-05
226Ra,1847.42,1,214Po,B1,0.000998730826571,1.00840649337544E-05,0.004820112905827,4.80374568997551E-05
226Ra,2118.536,1,214Po,B1,0.000871560815054,9.48987633702857E-06,0.004119841613842,4.39187718525333E-05
226Ra,2204.071,1,214Po,B1,0.000831722315453,1.73582061865604E-05,0.003827060709787,7.97759668533359E-05
226Ra,2447.673,1,214Po,B1,0.000751309243911,8.21111814115529E-06,0.00348596802977,3.75077243908426E-05
226Ra,186.211,1,222Rn,B2,0.007142054371927,6.31827884417605E-05,0.033629471788005,0.000296791918391
226Ra,241.997,1,214Bi,B2,0.005729483306302,5.27082510460586E-05,0.026759969346396,0.000245979736624
226Ra,295.224,1,214Bi,B2,0.004826275205191,4.13621477157945E-05,0.022569709704462,0.000193357522556
226Ra,351.932,1,214Bi,B2,0.00412408339397,3.52623622296533E-05,0.019226692644273,0.00016436119868
226Ra,609.316,1,214Po,B2,0.00247752270143,2.04536481719824E-05,0.011006303984517,9.08412067166729E-05
226Ra,665.453,1,214Po,B2,0.002264509127165,1.92073101997082E-05,0.009547624987312,8.01454407142121E-05
226Ra,768.367,1,214Po,B2,0.002038726559459,1.79330385321492E-05,0.009030737894741,7.91968748135403E-05
226Ra,806.185,1,214Po,B2,0.001939730959677,1.93630647387666E-05,0.008094196757746,7.98809922506171E-05
226Ra,934.061,1,214Po,B2,0.00173274304696,1.58465971018924E-05,0.007525054132997,6.84321142019692E-05
226Ra,1120.287,1,214Po,B2,0.001488259326665,1.25030090355998E-05,0.006585591481943,5.52529840568565E-05
226Ra,1155.19,1,214Po,B2,0.001465435509282,1.43966390452326E-05,0.006567522256592,6.36241451993076E-05
226Ra,1238.11,1,214Po,B2,0.001370656540926,1.20094150889043E-05,0.006040574534011,5.27335965991779E-05
226Ra,1280.96,1,214Po,B2,0.001334727851275,1.30203487729036E-05,0.00591870636327,5.67496440452488E-05
226Ra,1377.669,1,214Po,B2,0.001267964036845,1.18288088044144E-05,0.005949971610253,5.51664584292223E-05
226Ra,1401.516,1,214Po,B2,0.001286175330991,1.25510093367721E-05,0.00559073518357,5.34949897971387E-05
226Ra,1407.993,1,214Po,B2,0.001211909095395,1.11377337133753E-05,0.00522212064927,4.74986481687026E-05
226Ra,1509.217,1,214Po,B2,0.001166750226902,1.28335862262422E-05,0.005223410687712,5.68643330125478E-05
226Ra,1661.316,1,214Po,B2,0.001078310846465,1.19395229648546E-05,0.004892960459618,5.29626897769569E-05
226Ra,1729.64,1,214Po,B2,0.001052792903069,9.73861812182537E-06,0.005241615287719,4.79587525699182E-05
226Ra,1764.539,1,214Po,B2,0.001014908892062,8.96079910044906E-06,0.00470440419109,4.14615706192738E-05
226Ra,1847.42,1,214Po,B2,0.000983985788378,9.95371100908176E-06,0.004756189700525,4.74517912806481E-05
226Ra,2118.536,1,214Po,B2,0.000848801602903,9.27343169075368E-06,0.004028453385407,4.30198054649546E-05
226Ra,2204.071,1,214Po,B2,0.000810562203541,1.69186571441025E-05,0.003769913251818,7.85881047552222E-05
226Ra,2447.673,1,214Po,B2,0.00073830243918,8.07629291384408E-06,0.0034015531926,3.66295458226314E-05
226Ra,186.211,1,222Rn,B3,0.007369720024553,6.51415819797341E-05,0.035765474629451,0.000315599260349
226Ra,241.997,1,214Bi,B3,0.00591826262119,5.44353788101474E-05,0.028365957542694,0.000260724042762
226Ra,295.224,1,214Bi,B3,0.004968487884059,4.25790855968391E-05,0.023932686523228,0.000205028068337
226Ra,351.932,1,214Bi,B3,0.004232409542819,3.61879123270883E-05,0.020363722958723,0.000174078353335
226Ra,609.316,1,214Po,B3,0.002529420107334,2.08817344247197E-05,0.011584424296156,9.56107294005149E-05
226Ra,665.453,1,214Po,B3,0.002324078469556,1.96695297861012E-05,0.010086802289005,8.45543403775477E-05
226Ra,768.367,1,214Po,B3,0.002079441884597,1.82850208202297E-05,0.009440409111943,8.27670096089642E-05
226Ra,806.185,1,214Po,B3,0.001941998379814,1.9349064912016E-05,0.00851012896552,8.38104748894253E-05
226Ra,934.061,1,214Po,B3,0.001758329331703,1.60688397403791E-05,0.007928048648378,7.20480155693366E-05
226Ra,1120.287,1,214Po,B3,0.001522217343584,1.27868988359838E-05,0.006952294656933,5.83225876780122E-05
226Ra,1155.19,1,214Po,B3,0.001490032843352,1.46089332520111E-05,0.006973651432085,6.74500558985613E-05
226Ra,1238.11,1,214Po,B3,0.001397092113581,1.22370009439195E-05,0.006379693690248,5.56738548148302E-05
226Ra,1280.96,1,214Po,B3,0.001369811990959,1.33258175893174E-05,0.006206973829251,5.94060509763855E-05
226Ra,1377.669,1,214Po,B3,0.001297272365711,1.20953785887627E-05,0.006287827132431,5.82693233219622E-05
226Ra,1401.516,1,214Po,B3,0.001276211655474,1.24286637534982E-05,0.005834307501931,5.56685640100141E-05
226Ra,1407.993,1,214Po,B3,0.001238783388224,1.13696793239842E-05,0.005573658744163,5.06169409243373E-05
226Ra,1509.217,1,214Po,B3,0.00118625719817,1.3032811729492E-05,0.005527065039531,6.00907330636158E-05
226Ra,1661.316,1,214Po,B3,0.00110983360486,1.22588441068671E-05,0.005222267089736,5.6354251723443E-05
226Ra,1729.64,1,214Po,B3,0.001071707712794,9.90919397168399E-06,0.00560728823846,5.12544619991227E-05
226Ra,1764.539,1,214Po,B3,0.001044418088509,9.22014195536079E-06,0.005008827275682,4.41373000542434E-05
226Ra,1847.42,1,214Po,B3,0.001011274564752,1.02183815663292E-05,0.005074365742993,5.05614135025326E-05
226Ra,2118.536,1,214Po,B3,0.00087751521764,9.56515442753724E-06,0.004348737272447,4.6327833305513E-05
226Ra,2204.071,1,214Po,B3,0.000843429472598,1.76020378246176E-05,0.004046280757969,8.43383828602519E-05
226Ra,2447.673,1,214Po,B3,0.000754650641843,8.24673012941554E-06,0.00366021438508,3.93453421497461E-05
137Cs,661.657,0,137Ba,A0,,,0.011082624141471,0.000114310802742
137Cs,661.657,0,137Ba,A1,0.002391363076597,2.4724655300345E-05,0.012964866587821,0.000133675690093
137Cs,661.657,0,137Ba,A2,0.002187460595677,2.26294195698685E-05,0.011850280494397,0.000122208630077
137Cs,661.657,0,137Ba,A3,0.002247429271399,2.32459089937386E-05,0.011432206351736,0.000117907582347
137Cs,661.657,0,137Ba,B0,0.002325314841349,2.40454635028356E-05,0.01122441689456,0.000115762499166
137Cs,661.657,0,137Ba,B1,0.002218102351848,2.2943314914796E-05,0.010615544721674,0.000109497932273
137Cs,661.657,0,137Ba,B2,0.002202671625681,2.27846164250309E-05,0.010997313558185,0.000113425856925
137Cs,661.657,0,137Ba,B3,0.002275344926086,2.35316052135608E-05,0.011720138876063,0.000120863450844
